%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
96400000000,963,96400000000,base_link,0,0,35.8594561851,-108.236837667,12.4815421228,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
96500000000,964,96500000000,base_link,0,0,35.8594558037,-108.236839107,12.4828277099,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
96600000000,965,96600000000,base_link,0,0,35.8594558929,-108.236838551,12.4314645975,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
96700000000,966,96700000000,base_link,0,0,35.8594556678,-108.236838788,12.438916788,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
96800000000,967,96800000000,base_link,0,0,35.8594559401,-108.23683885,12.4507360784,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
96900000000,968,96900000000,base_link,0,0,35.8594556231,-108.236838625,12.5140869415,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
97000000000,969,97000000000,base_link,0,0,35.8594559371,-108.236838589,12.4978168044,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
97100000000,970,97100000000,base_link,0,0,35.8594564029,-108.236839246,12.4494716762,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
97200000000,971,97200000000,base_link,0,0,35.8594567926,-108.236838212,12.4615255195,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
97300000000,972,97300000000,base_link,0,0,35.8594561776,-108.236838732,12.5169675754,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
